marker_id	chr	pos_bp	pos_cM
m06_002663	chr06	31994528	31.994528
m06_002664	chr06	31997498	31.997498
m06_002665	chr06	31997828	31.997828
m06_002666	chr06	32032903	32.032903
m06_002667	chr06	32073401	32.073401
m06_002668	chr06	32089528	32.089528
m06_002669	chr06	32101051	32.101051
m06_002670	chr06	32101665	32.101665
m06_002671	chr06	32101915	32.101915
m06_002672	chr06	32106476	32.106476
m06_002673	chr06	32132049	32.132049
m06_002674	chr06	32138343	32.138343
m06_002675	chr06	32166484	32.166484
m06_002676	chr06	32198325	32.198325
m06_002677	chr06	32208359	32.208359
m06_002678	chr06	32232881	32.232881
m06_002679	chr06	32269791	32.269791
m06_002680	chr06	32274842	32.274842
m06_002681	chr06	32294021	32.294021
m06_002682	chr06	32297295	32.297295
m06_002683	chr06	32312445	32.312445
m06_002684	chr06	32312708	32.312708
m06_002685	chr06	32320273	32.320273
m06_002686	chr06	32321200	32.3212
m06_002687	chr06	32349332	32.349332
m06_002688	chr06	32370705	32.370705
m06_002689	chr06	32373422	32.373422
m06_002690	chr06	32383749	32.383749
m06_002691	chr06	32386873	32.386873
m06_002692	chr06	32391945	32.391945
m06_002693	chr06	32457715	32.457715
m06_002694	chr06	32479531	32.479531
m06_002695	chr06	32481934	32.481934
m06_002696	chr06	32494367	32.494367
m06_002697	chr06	32546638	32.546638
m06_002698	chr06	32548318	32.548318
m06_002699	chr06	32551111	32.551111
m06_002700	chr06	32557310	32.55731
m06_002701	chr06	32598129	32.598129
m06_002702	chr06	32601759	32.601759
m06_002703	chr06	32609823	32.609823
m06_002704	chr06	32610250	32.61025
m06_002705	chr06	32619221	32.619221
m06_002706	chr06	32623798	32.623798
m06_002707	chr06	32647495	32.647495
m06_002708	chr06	32655253	32.655253
m06_002709	chr06	32661192	32.661192
m06_002710	chr06	32662411	32.662411
m06_002711	chr06	32690084	32.690084
m06_002712	chr06	32702527	32.702527
m06_002713	chr06	32705546	32.705546
m06_002714	chr06	32707256	32.707256
m06_002715	chr06	32730327	32.730327
m06_002716	chr06	32739085	32.739085
m06_002717	chr06	32760449	32.760449
m06_002718	chr06	32847258	32.847258
m06_002719	chr06	32847302	32.847302
m06_002720	chr06	32864604	32.864604
m06_002721	chr06	32874723	32.874723
m06_002722	chr06	32882946	32.882946
m06_002723	chr06	32883713	32.883713
m06_002724	chr06	32900686	32.900686
m06_002725	chr06	32909758	32.909758
m06_002726	chr06	32926201	32.926201
m06_002727	chr06	32965570	32.96557
m06_002728	chr06	32966196	32.966196
m06_002729	chr06	32975213	32.975213
m06_002730	chr06	32978371	32.978371
m06_002731	chr06	32979250	32.97925
m06_002732	chr06	32981986	32.981986
m06_002733	chr06	32983466	32.983466
m06_002734	chr06	32993318	32.993318
m06_002735	chr06	32994358	32.994358
m06_002736	chr06	32995519	32.995519
m06_002737	chr06	33001618	33.001618
m06_002738	chr06	33006696	33.006696
m06_002739	chr06	33023178	33.023178
m06_002740	chr06	33047165	33.047165
m06_002741	chr06	33047547	33.047547
m06_002742	chr06	33047854	33.047854
m06_002743	chr06	33099776	33.099776
m06_002744	chr06	33104603	33.104603
m06_002745	chr06	33107968	33.107968
m06_002746	chr06	33117214	33.117214
m06_002747	chr06	33142342	33.142342
m06_002748	chr06	33148294	33.148294
m06_002749	chr06	33162733	33.162733
m06_002750	chr06	33164861	33.164861
m06_002751	chr06	33168710	33.16871
m06_002752	chr06	33168885	33.168885
m06_002753	chr06	33181952	33.181952
m06_002754	chr06	33217681	33.217681
m06_002755	chr06	33218636	33.218636
m06_002756	chr06	33225097	33.225097
m06_002757	chr06	33238528	33.238528
m06_002758	chr06	33276030	33.27603
m06_002759	chr06	33317510	33.31751
m06_002760	chr06	33319144	33.319144
m06_002761	chr06	33320064	33.320064
m06_002762	chr06	33331992	33.331992
m06_002763	chr06	33339438	33.339438
m06_002764	chr06	33346422	33.346422
m06_002765	chr06	33351713	33.351713
m06_002766	chr06	33366649	33.366649
m06_002767	chr06	33384786	33.384786
m06_002768	chr06	33389848	33.389848
m06_002769	chr06	33399938	33.399938
m06_002770	chr06	33420185	33.420185
m06_002771	chr06	33470073	33.470073
m06_002772	chr06	33485116	33.485116
m06_002773	chr06	33491450	33.49145
m06_002774	chr06	33496655	33.496655
m06_002775	chr06	33508112	33.508112
m06_002776	chr06	33511340	33.51134
m06_002777	chr06	33512590	33.51259
m06_002778	chr06	33513461	33.513461
m06_002779	chr06	33527491	33.527491
m06_002780	chr06	33534232	33.534232
m06_002781	chr06	33536406	33.536406
m06_002782	chr06	33538223	33.538223
m06_002783	chr06	33547966	33.547966
m06_002784	chr06	33590995	33.590995
m06_002785	chr06	33591676	33.591676
m06_002786	chr06	33604062	33.604062
m06_002787	chr06	33646265	33.646265
m06_002788	chr06	33650525	33.650525
m06_002789	chr06	33654110	33.65411
m06_002790	chr06	33659701	33.659701
m06_002791	chr06	33662939	33.662939
m06_002792	chr06	33674114	33.674114
m06_002793	chr06	33678137	33.678137
m06_002794	chr06	33684741	33.684741
m06_002795	chr06	33687436	33.687436
m06_002796	chr06	33690395	33.690395
m06_002797	chr06	33694552	33.694552
m06_002798	chr06	33736200	33.7362
m06_002799	chr06	33738348	33.738348
m06_002800	chr06	33744619	33.744619
m06_002801	chr06	33744887	33.744887
m06_002802	chr06	33757673	33.757673
m06_002803	chr06	33775984	33.775984
m06_002804	chr06	33779414	33.779414
m06_002805	chr06	33802656	33.802656
m06_002806	chr06	33807368	33.807368
m06_002807	chr06	33808851	33.808851
m06_002808	chr06	33820217	33.820217
m06_002809	chr06	33821153	33.821153
m06_002810	chr06	33832088	33.832088
m06_002811	chr06	33846005	33.846005
m06_002812	chr06	33848961	33.848961
m06_002813	chr06	33849301	33.849301
m06_002814	chr06	33850427	33.850427
m06_002815	chr06	33866379	33.866379
m06_002816	chr06	33866803	33.866803
m06_002817	chr06	33902257	33.902257
m06_002818	chr06	33903567	33.903567
m06_002819	chr06	33912814	33.912814
m06_002820	chr06	33917592	33.917592
m06_002821	chr06	33934632	33.934632
m06_002822	chr06	34004410	34.00441
m06_002823	chr06	34005035	34.005035
m06_002824	chr06	34005921	34.005921
m06_002825	chr06	34017127	34.017127
m06_002826	chr06	34029733	34.029733
m06_002827	chr06	34042485	34.042485
m06_002828	chr06	34044366	34.044366
m06_002829	chr06	34047686	34.047686
m06_002830	chr06	34048539	34.048539
m06_002831	chr06	34058573	34.058573
m06_002832	chr06	34082955	34.082955
m06_002833	chr06	34097416	34.097416
m06_002834	chr06	34108491	34.108491
m06_002835	chr06	34115010	34.11501
m06_002836	chr06	34122092	34.122092
m06_002837	chr06	34123881	34.123881
m06_002838	chr06	34128627	34.128627
m06_002839	chr06	34128686	34.128686
m06_002840	chr06	34147059	34.147059
m06_002841	chr06	34151531	34.151531
m06_002842	chr06	34164924	34.164924
m06_002843	chr06	34180768	34.180768
m06_002844	chr06	34235891	34.235891
m06_002845	chr06	34260208	34.260208
m06_002846	chr06	34281007	34.281007
m06_002847	chr06	34288135	34.288135
m06_002848	chr06	34342645	34.342645
m06_002849	chr06	34345457	34.345457
m06_002850	chr06	34346007	34.346007
m06_002851	chr06	34346647	34.346647
m06_002852	chr06	34352892	34.352892
m06_002853	chr06	34361198	34.361198
m06_002854	chr06	34367111	34.367111
m06_002855	chr06	34370312	34.370312
m06_002856	chr06	34374301	34.374301
m06_002857	chr06	34376830	34.37683
m06_002858	chr06	34384662	34.384662
m06_002859	chr06	34414755	34.414755
m06_002860	chr06	34424934	34.424934
m06_002861	chr06	34434807	34.434807
m06_002862	chr06	34451893	34.451893
m06_002863	chr06	34460467	34.460467
m06_002864	chr06	34465382	34.465382
m06_002865	chr06	34483359	34.483359
m06_002866	chr06	34493090	34.49309
m06_002867	chr06	34496380	34.49638
m06_002868	chr06	34497450	34.49745
m06_002869	chr06	34512817	34.512817
m06_002870	chr06	34515704	34.515704
m06_002871	chr06	34535801	34.535801
m06_002872	chr06	34580544	34.580544
m06_002873	chr06	34582828	34.582828
m06_002874	chr06	34586429	34.586429
m06_002875	chr06	34604915	34.604915
m06_002876	chr06	34608602	34.608602
m06_002877	chr06	34659144	34.659144
m06_002878	chr06	34694433	34.694433
m06_002879	chr06	34730236	34.730236
m06_002880	chr06	34734771	34.734771
m06_002881	chr06	34745476	34.745476
m06_002882	chr06	34747530	34.74753
m06_002883	chr06	34761865	34.761865
m06_002884	chr06	34770614	34.770614
m06_002885	chr06	34772374	34.772374
m06_002886	chr06	34775760	34.77576
m06_002887	chr06	34776235	34.776235
m06_002888	chr06	34794316	34.794316
m06_002889	chr06	34801827	34.801827
m06_002890	chr06	34807010	34.80701
m06_002891	chr06	34817536	34.817536
m06_002892	chr06	34837144	34.837144
m06_002893	chr06	34853161	34.853161
m06_002894	chr06	34862285	34.862285
m06_002895	chr06	34863234	34.863234
m06_002896	chr06	34865677	34.865677
m06_002897	chr06	34904318	34.904318
m06_002898	chr06	34915847	34.915847
m06_002899	chr06	34933002	34.933002
m06_002900	chr06	34937567	34.937567
m06_002901	chr06	34940622	34.940622
m06_002902	chr06	34944670	34.94467
m06_002903	chr06	34966291	34.966291
m06_002904	chr06	34970219	34.970219
m06_002905	chr06	34992644	34.992644
m06_002906	chr06	35004887	35.004887
m06_002907	chr06	35017921	35.017921
m06_002908	chr06	35026466	35.026466
m06_002909	chr06	35040436	35.040436
m06_002910	chr06	35049176	35.049176
m06_002911	chr06	35049911	35.049911
m06_002912	chr06	35071699	35.071699
m06_002913	chr06	35073313	35.073313
m06_002914	chr06	35074269	35.074269
m06_002915	chr06	35088064	35.088064
m06_002916	chr06	35119091	35.119091
m06_002917	chr06	35121228	35.121228
m06_002918	chr06	35121888	35.121888
m06_002919	chr06	35124897	35.124897
m06_002920	chr06	35130151	35.130151
m06_002921	chr06	35137576	35.137576
m06_002922	chr06	35140090	35.14009
m06_002923	chr06	35154010	35.15401
m06_002924	chr06	35179298	35.179298
m06_002925	chr06	35181546	35.181546
m06_002926	chr06	35183561	35.183561
m06_002927	chr06	35187156	35.187156
m06_002928	chr06	35199290	35.19929
m06_002929	chr06	35200091	35.200091
m06_002930	chr06	35201816	35.201816
m06_002931	chr06	35206946	35.206946
m06_002932	chr06	35214438	35.214438
m06_002933	chr06	35222360	35.22236
m06_002934	chr06	35229645	35.229645
m06_002935	chr06	35269110	35.26911
m06_002936	chr06	35294412	35.294412
m06_002937	chr06	35295339	35.295339
m06_002938	chr06	35307926	35.307926
m06_002939	chr06	35311473	35.311473
m06_002940	chr06	35314543	35.314543
m06_002941	chr06	35323294	35.323294
m06_002942	chr06	35334718	35.334718
m06_002943	chr06	35344660	35.34466
m06_002944	chr06	35348037	35.348037
m06_002945	chr06	35352988	35.352988
m06_002946	chr06	35354974	35.354974
m06_002947	chr06	35362476	35.362476
m06_002948	chr06	35370797	35.370797
m06_002949	chr06	35392283	35.392283
m06_002950	chr06	35393639	35.393639
m06_002951	chr06	35399001	35.399001
m06_002952	chr06	35402388	35.402388
m06_002953	chr06	35406681	35.406681
m06_002954	chr06	35407888	35.407888
m06_002955	chr06	35494372	35.494372
m06_002956	chr06	35495576	35.495576
m06_002957	chr06	35522266	35.522266
m06_002958	chr06	35542454	35.542454
m06_002959	chr06	35544940	35.54494
m06_002960	chr06	35549040	35.54904
m06_002961	chr06	35550044	35.550044
m06_002962	chr06	35552310	35.55231
m06_002963	chr06	35555030	35.55503
m06_002964	chr06	35559377	35.559377
m06_002965	chr06	35576731	35.576731
m06_002966	chr06	35582795	35.582795
m06_002967	chr06	35588048	35.588048
m06_002968	chr06	35589470	35.58947
m06_002969	chr06	35591406	35.591406
m06_002970	chr06	35601982	35.601982
m06_002971	chr06	35615750	35.61575
m06_002972	chr06	35619255	35.619255
m06_002973	chr06	35644641	35.644641
m06_002974	chr06	35645118	35.645118
m06_002975	chr06	35652373	35.652373
m06_002976	chr06	35668578	35.668578
m06_002977	chr06	35671721	35.671721
m06_002978	chr06	35690730	35.69073
m06_002979	chr06	35691435	35.691435
m06_002980	chr06	35710381	35.710381
m06_002981	chr06	35721120	35.72112
m06_002982	chr06	35722454	35.722454
m06_002983	chr06	35726292	35.726292
m06_002984	chr06	35744049	35.744049
m06_002985	chr06	35779919	35.779919
m06_002986	chr06	35784150	35.78415
m06_002987	chr06	35786021	35.786021
m06_002988	chr06	35798994	35.798994
m06_002989	chr06	35804899	35.804899
m06_002990	chr06	35822103	35.822103
m06_002991	chr06	35860599	35.860599
m06_002992	chr06	35874286	35.874286
m06_002993	chr06	35891028	35.891028
m06_002994	chr06	35894277	35.894277
m06_002995	chr06	35897289	35.897289
m06_002996	chr06	35903103	35.903103
m06_002997	chr06	35905153	35.905153
m06_002998	chr06	35917148	35.917148
m06_002999	chr06	35945691	35.945691
m06_003000	chr06	35957672	35.957672
m06_003001	chr06	35976787	35.976787
m06_003002	chr06	35983810	35.98381
m06_003003	chr06	35996481	35.996481
m06_003004	chr06	36004593	36.004593
m06_003005	chr06	36005286	36.005286
m06_003006	chr06	36045336	36.045336
m06_003007	chr06	36114294	36.114294
m06_003008	chr06	36176543	36.176543
m06_003009	chr06	36182115	36.182115
m06_003010	chr06	36194056	36.194056
m06_003011	chr06	36233006	36.233006
m06_003012	chr06	36237636	36.237636
m06_003013	chr06	36266407	36.266407
m06_003014	chr06	36268907	36.268907
m06_003015	chr06	36275955	36.275955
m06_003016	chr06	36284819	36.284819
m06_003017	chr06	36285612	36.285612
m06_003018	chr06	36288254	36.288254
m06_003019	chr06	36292440	36.29244
m06_003020	chr06	36302252	36.302252
m06_003021	chr06	36337513	36.337513
m06_003022	chr06	36344674	36.344674
m06_003023	chr06	36354964	36.354964
m06_003024	chr06	36385158	36.385158
m06_003025	chr06	36395203	36.395203
m06_003026	chr06	36398037	36.398037
m06_003027	chr06	36405817	36.405817
m06_003028	chr06	36409512	36.409512
m06_003029	chr06	36423319	36.423319
m06_003030	chr06	36424081	36.424081
m06_003031	chr06	36428684	36.428684
m06_003032	chr06	36448773	36.448773
m06_003033	chr06	36471892	36.471892
m06_003034	chr06	36483553	36.483553
m06_003035	chr06	36494303	36.494303
m06_003036	chr06	36511934	36.511934
m06_003037	chr06	36512339	36.512339
m06_003038	chr06	36513557	36.513557
m06_003039	chr06	36533829	36.533829
m06_003040	chr06	36536486	36.536486
m06_003041	chr06	36558515	36.558515
m06_003042	chr06	36574794	36.574794
m06_003043	chr06	36577461	36.577461
m06_003044	chr06	36589103	36.589103
m06_003045	chr06	36596201	36.596201
m06_003046	chr06	36600630	36.60063
m06_003047	chr06	36602102	36.602102
m06_003048	chr06	36625058	36.625058
m06_003049	chr06	36654721	36.654721
m06_003050	chr06	36656344	36.656344
m06_003051	chr06	36656565	36.656565
m06_003052	chr06	36659980	36.65998
m06_003053	chr06	36676557	36.676557
m06_003054	chr06	36720659	36.720659
m06_003055	chr06	36734761	36.734761
m06_003056	chr06	36764255	36.764255
m06_003057	chr06	36768218	36.768218
m06_003058	chr06	36769278	36.769278
m06_003059	chr06	36773903	36.773903
m06_003060	chr06	36789246	36.789246
m06_003061	chr06	36796307	36.796307
m06_003062	chr06	36813398	36.813398
m06_003063	chr06	36890300	36.8903
m06_003064	chr06	36890434	36.890434
m06_003065	chr06	36893769	36.893769
m06_003066	chr06	36893963	36.893963
m06_003067	chr06	36900806	36.900806
m06_003068	chr06	36932401	36.932401
m06_003069	chr06	36941155	36.941155
m06_003070	chr06	36942590	36.94259
m06_003071	chr06	36952980	36.95298
m06_003072	chr06	36957907	36.957907
m06_003073	chr06	36959443	36.959443
m06_003074	chr06	36964362	36.964362
m06_003075	chr06	36998469	36.998469
m06_003076	chr06	37013582	37.013582
m06_003077	chr06	37013865	37.013865
m06_003078	chr06	37029542	37.029542
m06_003079	chr06	37032318	37.032318
m06_003080	chr06	37042065	37.042065
m06_003081	chr06	37049098	37.049098
m06_003082	chr06	37060562	37.060562
m06_003083	chr06	37098851	37.098851
m06_003084	chr06	37104824	37.104824
m06_003085	chr06	37112749	37.112749
m06_003086	chr06	37118167	37.118167
m06_003087	chr06	37146208	37.146208
m06_003088	chr06	37154043	37.154043
m06_003089	chr06	37165388	37.165388
m06_003090	chr06	37167065	37.167065
m06_003091	chr06	37168577	37.168577
m06_003092	chr06	37176732	37.176732
m06_003093	chr06	37179912	37.179912
m06_003094	chr06	37181309	37.181309
m06_003095	chr06	37195212	37.195212
m06_003096	chr06	37203748	37.203748
m06_003097	chr06	37212129	37.212129
m06_003098	chr06	37217879	37.217879
m06_003099	chr06	37225347	37.225347
m06_003100	chr06	37226150	37.22615
m06_003101	chr06	37269124	37.269124
m06_003102	chr06	37270327	37.270327
m06_003103	chr06	37280730	37.28073
m06_003104	chr06	37283200	37.2832
m06_003105	chr06	37302993	37.302993
m06_003106	chr06	37308576	37.308576
m06_003107	chr06	37316007	37.316007
m06_003108	chr06	37331080	37.33108
m06_003109	chr06	37334276	37.334276
m06_003110	chr06	37339376	37.339376
m06_003111	chr06	37358607	37.358607
m06_003112	chr06	37372331	37.372331
m06_003113	chr06	37422157	37.422157
m06_003114	chr06	37426671	37.426671
m06_003115	chr06	37450422	37.450422
m06_003116	chr06	37451751	37.451751
m06_003117	chr06	37461948	37.461948
m06_003118	chr06	37477021	37.477021
m06_003119	chr06	37481937	37.481937
m06_003120	chr06	37488677	37.488677
m06_003121	chr06	37506563	37.506563
m06_003122	chr06	37510677	37.510677
m06_003123	chr06	37515283	37.515283
m06_003124	chr06	37530022	37.530022
m06_003125	chr06	37538131	37.538131
m06_003126	chr06	37544032	37.544032
m06_003127	chr06	37547101	37.547101
m06_003128	chr06	37567827	37.567827
m06_003129	chr06	37583829	37.583829
m06_003130	chr06	37600580	37.60058
m06_003131	chr06	37607163	37.607163
m06_003132	chr06	37610610	37.61061
m06_003133	chr06	37614988	37.614988
m06_003134	chr06	37615150	37.61515
m06_003135	chr06	37622843	37.622843
m06_003136	chr06	37641195	37.641195
m06_003137	chr06	37651717	37.651717
m06_003138	chr06	37653847	37.653847
m06_003139	chr06	37656023	37.656023
m06_003140	chr06	37663892	37.663892
m06_003141	chr06	37670776	37.670776
m06_003142	chr06	37677190	37.67719
m06_003143	chr06	37686727	37.686727
m06_003144	chr06	37704575	37.704575
m06_003145	chr06	37722671	37.722671
m06_003146	chr06	37729918	37.729918
m06_003147	chr06	37740147	37.740147
m06_003148	chr06	37744369	37.744369
m06_003149	chr06	37744452	37.744452
m06_003150	chr06	37748107	37.748107
m06_003151	chr06	37753646	37.753646
m06_003152	chr06	37766328	37.766328
m06_003153	chr06	37787794	37.787794
m06_003154	chr06	37808522	37.808522
m06_003155	chr06	37832939	37.832939
m06_003156	chr06	37842657	37.842657
m06_003157	chr06	37847636	37.847636
m06_003158	chr06	37866733	37.866733
m06_003159	chr06	37891538	37.891538
m06_003160	chr06	37900390	37.90039
m06_003161	chr06	37903189	37.903189
m06_003162	chr06	37905427	37.905427
m06_003163	chr06	37946559	37.946559
m06_003164	chr06	37973378	37.973378
m06_003165	chr06	37994975	37.994975
m06_003166	chr06	38001928	38.001928
m06_003167	chr06	38007246	38.007246
m06_003168	chr06	38025793	38.025793
m06_003169	chr06	38029649	38.029649
m06_003170	chr06	38045296	38.045296
m06_003171	chr06	38080511	38.080511
m06_003172	chr06	38087994	38.087994
m06_003173	chr06	38104128	38.104128
m06_003174	chr06	38107318	38.107318
m06_003175	chr06	38127798	38.127798
m06_003176	chr06	38128612	38.128612
m06_003177	chr06	38134081	38.134081
m06_003178	chr06	38166052	38.166052
m06_003179	chr06	38169288	38.169288
m06_003180	chr06	38177412	38.177412
m06_003181	chr06	38206753	38.206753
m06_003182	chr06	38210987	38.210987
m06_003183	chr06	38222822	38.222822
m06_003184	chr06	38238106	38.238106
m06_003185	chr06	38246531	38.246531
m06_003186	chr06	38254384	38.254384
m06_003187	chr06	38259438	38.259438
m06_003188	chr06	38279180	38.27918
m06_003189	chr06	38295302	38.295302
m06_003190	chr06	38323643	38.323643
m06_003191	chr06	38333868	38.333868
m06_003192	chr06	38350806	38.350806
m06_003193	chr06	38363531	38.363531
m06_003194	chr06	38389749	38.389749
m06_003195	chr06	38414199	38.414199
m06_003196	chr06	38426266	38.426266
m06_003197	chr06	38435490	38.43549
m06_003198	chr06	38439825	38.439825
m06_003199	chr06	38448977	38.448977
m06_003200	chr06	38467071	38.467071
m06_003201	chr06	38470462	38.470462
m06_003202	chr06	38490248	38.490248
m06_003203	chr06	38502688	38.502688
m06_003204	chr06	38520575	38.520575
m06_003205	chr06	38531477	38.531477
m06_003206	chr06	38550058	38.550058
m06_003207	chr06	38557976	38.557976
m06_003208	chr06	38560865	38.560865
m06_003209	chr06	38569909	38.569909
m06_003210	chr06	38575056	38.575056
m06_003211	chr06	38593299	38.593299
m06_003212	chr06	38609025	38.609025
m06_003213	chr06	38609531	38.609531
m06_003214	chr06	38613117	38.613117
m06_003215	chr06	38627483	38.627483
m06_003216	chr06	38628890	38.62889
m06_003217	chr06	38633655	38.633655
m06_003218	chr06	38635837	38.635837
m06_003219	chr06	38636016	38.636016
m06_003220	chr06	38640944	38.640944
m06_003221	chr06	38642505	38.642505
m06_003222	chr06	38643214	38.643214
m06_003223	chr06	38655887	38.655887
m06_003224	chr06	38658834	38.658834
m06_003225	chr06	38665662	38.665662
m06_003226	chr06	38669070	38.66907
m06_003227	chr06	38676990	38.67699
m06_003228	chr06	38688407	38.688407
m06_003229	chr06	38769733	38.769733
m06_003230	chr06	38794019	38.794019
m06_003231	chr06	38794786	38.794786
m06_003232	chr06	38795124	38.795124
m06_003233	chr06	38799231	38.799231
m06_003234	chr06	38800137	38.800137
m06_003235	chr06	38819997	38.819997
m06_003236	chr06	38831483	38.831483
m06_003237	chr06	38839518	38.839518
m06_003238	chr06	38855851	38.855851
m06_003239	chr06	38856238	38.856238
m06_003240	chr06	38866871	38.866871
m06_003241	chr06	38874505	38.874505
m06_003242	chr06	38901254	38.901254
m06_003243	chr06	38933799	38.933799
m06_003244	chr06	38939388	38.939388
m06_003245	chr06	38940283	38.940283
m06_003246	chr06	38947132	38.947132
m06_003247	chr06	38949324	38.949324
m06_003248	chr06	38955618	38.955618
m06_003249	chr06	38975699	38.975699
m06_003250	chr06	38979540	38.97954
m06_003251	chr06	38981685	38.981685
m06_003252	chr06	39002170	39.00217
m06_003253	chr06	39017937	39.017937
m06_003254	chr06	39019180	39.01918
m06_003255	chr06	39027897	39.027897
m06_003256	chr06	39030588	39.030588
m06_003257	chr06	39048043	39.048043
m06_003258	chr06	39048587	39.048587
m06_003259	chr06	39051373	39.051373
m06_003260	chr06	39061842	39.061842
m06_003261	chr06	39066563	39.066563
m06_003262	chr06	39073082	39.073082
m06_003263	chr06	39091314	39.091314
m06_003264	chr06	39092941	39.092941
m06_003265	chr06	39104456	39.104456
m06_003266	chr06	39114487	39.114487
m06_003267	chr06	39119651	39.119651
m06_003268	chr06	39136324	39.136324
m06_003269	chr06	39159394	39.159394
m06_003270	chr06	39165517	39.165517
m06_003271	chr06	39173524	39.173524
m06_003272	chr06	39217368	39.217368
m06_003273	chr06	39230807	39.230807
m06_003274	chr06	39236032	39.236032
m06_003275	chr06	39258324	39.258324
m06_003276	chr06	39271669	39.271669
m06_003277	chr06	39280477	39.280477
m06_003278	chr06	39292041	39.292041
m06_003279	chr06	39311807	39.311807
m06_003280	chr06	39314965	39.314965
m06_003281	chr06	39335127	39.335127
m06_003282	chr06	39336909	39.336909
m06_003283	chr06	39347276	39.347276
m06_003284	chr06	39368026	39.368026
m06_003285	chr06	39369854	39.369854
m06_003286	chr06	39371026	39.371026
m06_003287	chr06	39373779	39.373779
m06_003288	chr06	39378905	39.378905
m06_003289	chr06	39380704	39.380704
m06_003290	chr06	39431963	39.431963
m06_003291	chr06	39433697	39.433697
m06_003292	chr06	39442154	39.442154
m06_003293	chr06	39443313	39.443313
m06_003294	chr06	39448501	39.448501
m06_003295	chr06	39475750	39.47575
m06_003296	chr06	39492938	39.492938
m06_003297	chr06	39503422	39.503422
m06_003298	chr06	39505351	39.505351
m06_003299	chr06	39515338	39.515338
m06_003300	chr06	39528629	39.528629
m06_003301	chr06	39532368	39.532368
m06_003302	chr06	39539775	39.539775
m06_003303	chr06	39557119	39.557119
m06_003304	chr06	39571648	39.571648
m06_003305	chr06	39578566	39.578566
m06_003306	chr06	39611878	39.611878
m06_003307	chr06	39615044	39.615044
m06_003308	chr06	39628306	39.628306
m06_003309	chr06	39634005	39.634005
m06_003310	chr06	39656764	39.656764
m06_003311	chr06	39662349	39.662349
m06_003312	chr06	39672076	39.672076
m06_003313	chr06	39676876	39.676876
m06_003314	chr06	39689480	39.68948
m06_003315	chr06	39691656	39.691656
m06_003316	chr06	39692896	39.692896
m06_003317	chr06	39700047	39.700047
m06_003318	chr06	39702671	39.702671
m06_003319	chr06	39705534	39.705534
m06_003320	chr06	39758326	39.758326
m06_003321	chr06	39783564	39.783564
m06_003322	chr06	39783598	39.783598
m06_003323	chr06	39801766	39.801766
m06_003324	chr06	39808059	39.808059
m06_003325	chr06	39808230	39.80823
m06_003326	chr06	39821108	39.821108
m06_003327	chr06	39824497	39.824497
m06_003328	chr06	39861344	39.861344
m06_003329	chr06	39868081	39.868081
m06_003330	chr06	39881460	39.88146
m06_003331	chr06	39946559	39.946559
m06_003332	chr06	39962615	39.962615
m06_003333	chr06	39965433	39.965433
m06_003334	chr06	39973858	39.973858
m06_003335	chr06	39975030	39.97503
m06_003336	chr06	39990266	39.990266
m06_003337	chr06	40016043	40.016043
m06_003338	chr06	40027500	40.0275
m06_003339	chr06	40029380	40.02938
m06_003340	chr06	40044306	40.044306
m06_003341	chr06	40044571	40.044571
m06_003342	chr06	40055983	40.055983
m06_003343	chr06	40065110	40.06511
m06_003344	chr06	40067475	40.067475
m06_003345	chr06	40069704	40.069704
m06_003346	chr06	40071019	40.071019
m06_003347	chr06	40077936	40.077936
m06_003348	chr06	40090042	40.090042
m06_003349	chr06	40135837	40.135837
m06_003350	chr06	40143114	40.143114
m06_003351	chr06	40158639	40.158639
m06_003352	chr06	40160880	40.16088
m06_003353	chr06	40165276	40.165276
m06_003354	chr06	40165319	40.165319
m06_003355	chr06	40168070	40.16807
m06_003356	chr06	40173396	40.173396
m06_003357	chr06	40213179	40.213179
m06_003358	chr06	40220376	40.220376
m06_003359	chr06	40224348	40.224348
m06_003360	chr06	40225025	40.225025
m06_003361	chr06	40230272	40.230272
m06_003362	chr06	40236090	40.23609
m06_003363	chr06	40246033	40.246033
m06_003364	chr06	40252932	40.252932
m06_003365	chr06	40285607	40.285607
m06_003366	chr06	40290174	40.290174
m06_003367	chr06	40334875	40.334875
m06_003368	chr06	40336584	40.336584
m06_003369	chr06	40348924	40.348924
m06_003370	chr06	40372181	40.372181
m06_003371	chr06	40377505	40.377505
m06_003372	chr06	40394478	40.394478
m06_003373	chr06	40397055	40.397055
m06_003374	chr06	40400750	40.40075
m06_003375	chr06	40429389	40.429389
m06_003376	chr06	40431418	40.431418
m06_003377	chr06	40432564	40.432564
m06_003378	chr06	40436129	40.436129
m06_003379	chr06	40436165	40.436165
m06_003380	chr06	40449368	40.449368
m06_003381	chr06	40477329	40.477329
m06_003382	chr06	40509914	40.509914
m06_003383	chr06	40510898	40.510898
m06_003384	chr06	40523058	40.523058
m06_003385	chr06	40525045	40.525045
m06_003386	chr06	40533056	40.533056
m06_003387	chr06	40533194	40.533194
m06_003388	chr06	40543077	40.543077
m06_003389	chr06	40551534	40.551534
m06_003390	chr06	40552665	40.552665
m06_003391	chr06	40555256	40.555256
m06_003392	chr06	40561191	40.561191
m06_003393	chr06	40563949	40.563949
m06_003394	chr06	40580826	40.580826
m06_003395	chr06	40601411	40.601411
m06_003396	chr06	40607753	40.607753
m06_003397	chr06	40615553	40.615553
